query,title,authors,publication,date,doi,citations,link
low-temperature AND district heating and cooling,Strategy for the design and operation regulation of compressed gas energy storage system based on a comprehensive comparison between four different systems: Thermodynamic analysis and machine learning,Li Y.,Renewable Energy,2026-02-01,10.1016/j.renene.2025.124794,0,https://api.elsevier.com/content/abstract/scopus_id/105021960828
low-temperature AND district heating and cooling,Multi-scale investigations of packed bed latent thermal energy storage systems: perspectives from material selection to applications,Cui J.,International Journal of Heat and Mass Transfer,2026-02-01,10.1016/j.ijheatmasstransfer.2025.127773,0,https://api.elsevier.com/content/abstract/scopus_id/105014612987
low-temperature AND district heating and cooling,Theoretical analysis of the enhancement effect of the combination of ultrasonic oscillation and atomization on the falling film absorption process of ammonia water and optimization of the combined parameters,Pan C.,International Journal of Refrigeration,2026-02-01,10.1016/j.ijrefrig.2025.11.027,0,https://api.elsevier.com/content/abstract/scopus_id/105023676131
low-temperature AND district heating and cooling,Review of the digital twin design of the smart satellite thermal control structure,Wang H.,Acta Astronautica,2026-02-01,10.1016/j.actaastro.2025.11.014,0,https://api.elsevier.com/content/abstract/scopus_id/105021482047
low-temperature AND district heating and cooling,Optimization of a solar-assisted air-source heat pump system in hot summer and cold winter regions,Cao H.,Applied Thermal Engineering,2026-01-30,10.1016/j.applthermaleng.2025.129065,0,https://api.elsevier.com/content/abstract/scopus_id/105021833785
low-temperature AND district heating and cooling,Exergoeconomic analysis and optimization of a solar-heat pump driven drying system integrated with liquid desiccant dehumidification for waste heat recovery,Su W.,Applied Thermal Engineering,2026-01-30,10.1016/j.applthermaleng.2025.129205,0,https://api.elsevier.com/content/abstract/scopus_id/105022903322
low-temperature AND district thermal,Experimental and Numerical Investigations for Improvement of Building Ventilation Performance by Using Solar Chimney Integrated with Different Phase Change Materials and Nanoparticles,Younus Abeid Al-Zubaidi W.,International Journal of Engineering Transactions B Applications,2026-05-01,10.5829/ije.20205.39.05b.02,0,https://api.elsevier.com/content/abstract/scopus_id/105012775566
low-temperature AND district thermal,Integrated electricity‒heat scheduling optimization strategy for biomass-PV-battery islanded microgrid with micro turbine in high-latitude regions,Wang G.,Biomass and Bioenergy,2026-04-01,10.1016/j.biombioe.2025.108765,0,https://api.elsevier.com/content/abstract/scopus_id/105023491156
low-temperature AND district thermal,Construction of pH/near-infrared laser stimuli-responsive drug delivery system and its application in treatment of oral squamous cell carcinoma,Changqin M.,Chinese Journal of Tissue Engineering Research,2026-03-18,10.12307/2026.607,0,https://api.elsevier.com/content/abstract/scopus_id/105017649778
low-temperature AND district thermal,"A review of solid oxide cell technologies for power, fuel, and reversible energy storage",Rijo B.,Fuel,2026-03-15,10.1016/j.fuel.2025.137624,0,https://api.elsevier.com/content/abstract/scopus_id/105023509242
low-temperature AND district thermal,Elastic 2D graphene/ZIF-8 nanosheets aerogels for efficient and sustainable As(III) removal from water,Tian X.,Separation and Purification Technology,2026-03-03,10.1016/j.seppur.2025.136167,0,https://api.elsevier.com/content/abstract/scopus_id/105022722911
low-temperature AND district thermal,Facet-engineered Pt/CeO2 oxygen carriers for efficient low-temperature chemical looping steam methane reforming,Seong G.,Fuel,2026-03-01,10.1016/j.fuel.2025.137406,0,https://api.elsevier.com/content/abstract/scopus_id/105022831913
low-temperature AND district thermal,Numerical analysis of thermal performance of integrated thermoelectric cooling with nanofluid microchannels based on LTCC substrates,Li C.,International Journal of Heat and Mass Transfer,2026-03-01,10.1016/j.ijheatmasstransfer.2025.128076,0,https://api.elsevier.com/content/abstract/scopus_id/105021867609
low-temperature AND district thermal,Establishment and Verification of a Thermal Conductivity Model for Fine-Grained Soils,Liu F.,Journal of Cold Regions Engineering,2026-03-01,10.1061/JCRGEI.CRENG-1032,0,https://api.elsevier.com/content/abstract/scopus_id/105020674376
low-temperature AND district thermal,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
low-temperature AND district thermal,"Preparation, Properties, and Microscopic Mechanism Analysis of Liquid Natural Rubber-Modified Asphalt",Dong T.,Journal of Transportation Engineering Part B Pavements,2026-03-01,10.1061/JPEODX.PVENG-1789,0,https://api.elsevier.com/content/abstract/scopus_id/105019649158
low-temperature AND district thermal,Preparation and Performance Evaluation of Organic Diatomite-Based High-Viscosity Modified Asphalt as Permeable Asphalt Pavement,Sun J.,Journal of Transportation Engineering Part B Pavements,2026-03-01,10.1061/JPEODX.PVENG-1787,0,https://api.elsevier.com/content/abstract/scopus_id/105021005843
low-temperature AND district thermal,Review of advanced purification technologies for high-purity quartz materials,Shao H.,Materials Research Bulletin,2026-03-01,10.1016/j.materresbull.2025.113904,0,https://api.elsevier.com/content/abstract/scopus_id/105022903909
low-temperature AND district thermal,Physicochemical properties of edible oxidized gum arabic–polylysine crosslinked films and their effects on the postharvest preservation of litchi,Li D.,Postharvest Biology and Technology,2026-03-01,10.1016/j.postharvbio.2025.114012,0,https://api.elsevier.com/content/abstract/scopus_id/105019706386
low-temperature AND district thermal,Overcoming the warming bottleneck in animal vitrification: Volumetric heating and enabling technologies for reproductive cryobanking,Ayantoye J.O.,Progress in Biophysics and Molecular Biology,2026-03-01,10.1016/j.pbiomolbio.2025.11.003,0,https://api.elsevier.com/content/abstract/scopus_id/105023449971
low-temperature AND district thermal,Organic coating failure and monitoring in atmospheric corrosion: from mechanisms to applications,Mu X.,Progress in Materials Science,2026-03-01,10.1016/j.pmatsci.2025.101592,0,https://api.elsevier.com/content/abstract/scopus_id/105019707539
low-temperature AND district thermal,Ultra-stable Ni-overdoped yttria-stabilized zirconia oxygen separation membranes for methane partial oxidation,Gao Y.,Advanced Membranes,2026-03-01,10.1016/j.advmem.2025.100186,0,https://api.elsevier.com/content/abstract/scopus_id/105021084900
low-temperature AND district thermal,"Artificial Intelligence in Deep Geothermal Energy: Trends, Insights, and Future Perspectives",Sheini Dashtgoli D.,Renewable Energy Focus,2026-03-01,10.1016/j.ref.2025.100781,0,https://api.elsevier.com/content/abstract/scopus_id/105021063753
low-temperature AND district thermal,Green valorization of invasive alien plants using a novel method of simultaneous hydrothermal treatment and ball milling,Li B.,Biomass and Bioenergy,2026-03-01,10.1016/j.biombioe.2025.108686,0,https://api.elsevier.com/content/abstract/scopus_id/105023067171
low-temperature AND district thermal,Progress in preparation strategies for lignin-derived carbon aerogels and the regulation of their supercapacitor performance,Tan F.,Fuel,2026-03-01,10.1016/j.fuel.2025.137371,0,https://api.elsevier.com/content/abstract/scopus_id/105020911515
low-temperature AND district thermal,"Leather waste into functional materials: composite nanoarchitectonics, energy systems, and environmental applications",Zheng A.L.T.,International Journal of Energy and Water Resources,2026-03-01,10.1007/s42108-025-00433-0,0,https://api.elsevier.com/content/abstract/scopus_id/105020731845
low-temperature AND district thermal,Adaptable conductive hydrogel-enabled soft electronics,Liu Y.,Progress in Materials Science,2026-03-01,10.1016/j.pmatsci.2025.101590,0,https://api.elsevier.com/content/abstract/scopus_id/105020789792
low-temperature AND district thermal,"Carbon capture and storage: A comprehensive review on current trends, techniques, and future prospects in North America",Seyyedattar M.,Fuel,2026-03-01,10.1016/j.fuel.2025.137276,0,https://api.elsevier.com/content/abstract/scopus_id/105021123891
low-temperature AND district thermal,Fast joule heating-enabled activation of coal gangue for high-efficiency lithium and gallium extraction,Dai S.,Separation and Purification Technology,2026-02-26,10.1016/j.seppur.2025.135844,0,https://api.elsevier.com/content/abstract/scopus_id/105020672305
low-temperature AND district thermal,Emerging strategies for sustainable LCO cathode recycling: Integrating thermomechanical pretreatment with phosphocholine-DES recovery systems,Afreh P.,Separation and Purification Technology,2026-02-26,10.1016/j.seppur.2025.135976,0,https://api.elsevier.com/content/abstract/scopus_id/105020987540
low-temperature AND district thermal,Dual-function graphene based aerogels for photocatalytic coenzyme regeneration and enzymatic CO2 reduction,Chong R.,Separation and Purification Technology,2026-02-26,10.1016/j.seppur.2025.135974,0,https://api.elsevier.com/content/abstract/scopus_id/105021234148
low-temperature AND district energy,"Characterization of vitamin C, D3, and Magnesium nanocomposites with montmorillonite clay and their quantification in lemon and aronia tea",Eyupoglu O.E.,Biotech Studies,2026-06-01,10.38042/biotechstudies.1757016,0,https://api.elsevier.com/content/abstract/scopus_id/105021857101
low-temperature AND district energy,Experimental and Numerical Investigations for Improvement of Building Ventilation Performance by Using Solar Chimney Integrated with Different Phase Change Materials and Nanoparticles,Younus Abeid Al-Zubaidi W.,International Journal of Engineering Transactions B Applications,2026-05-01,10.5829/ije.20205.39.05b.02,0,https://api.elsevier.com/content/abstract/scopus_id/105012775566
low-temperature AND district energy,Development of IoT-based energy management system to maximize energy savings in Iraq,Salman H.M.,Electric Power Systems Research,2026-04-01,10.1016/j.epsr.2025.112523,0,https://api.elsevier.com/content/abstract/scopus_id/105022932614
low-temperature AND district energy,Integrated electricity‒heat scheduling optimization strategy for biomass-PV-battery islanded microgrid with micro turbine in high-latitude regions,Wang G.,Biomass and Bioenergy,2026-04-01,10.1016/j.biombioe.2025.108765,0,https://api.elsevier.com/content/abstract/scopus_id/105023491156
low-temperature AND district energy,Synergistic defect passivation in lead-free perovskite quantum dots through organic-inorganic coating for enhanced stability in flexible electroluminescence and photovoltaics,Nan W.,Journal of Photochemistry and Photobiology A Chemistry,2026-04-01,10.1016/j.jphotochem.2025.116919,0,https://api.elsevier.com/content/abstract/scopus_id/105022013467
low-temperature AND district energy,"A review of solid oxide cell technologies for power, fuel, and reversible energy storage",Rijo B.,Fuel,2026-03-15,10.1016/j.fuel.2025.137624,0,https://api.elsevier.com/content/abstract/scopus_id/105023509242
low-temperature AND district energy,Elastic 2D graphene/ZIF-8 nanosheets aerogels for efficient and sustainable As(III) removal from water,Tian X.,Separation and Purification Technology,2026-03-03,10.1016/j.seppur.2025.136167,0,https://api.elsevier.com/content/abstract/scopus_id/105022722911
low-temperature AND district energy,Facet-engineered Pt/CeO2 oxygen carriers for efficient low-temperature chemical looping steam methane reforming,Seong G.,Fuel,2026-03-01,10.1016/j.fuel.2025.137406,0,https://api.elsevier.com/content/abstract/scopus_id/105022831913
low-temperature AND district energy,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
low-temperature AND district energy,Numerical analysis of thermal performance of integrated thermoelectric cooling with nanofluid microchannels based on LTCC substrates,Li C.,International Journal of Heat and Mass Transfer,2026-03-01,10.1016/j.ijheatmasstransfer.2025.128076,0,https://api.elsevier.com/content/abstract/scopus_id/105021867609
low-temperature AND district energy,"Artificial Intelligence in Deep Geothermal Energy: Trends, Insights, and Future Perspectives",Sheini Dashtgoli D.,Renewable Energy Focus,2026-03-01,10.1016/j.ref.2025.100781,0,https://api.elsevier.com/content/abstract/scopus_id/105021063753
low-temperature AND district energy,"Leather waste into functional materials: composite nanoarchitectonics, energy systems, and environmental applications",Zheng A.L.T.,International Journal of Energy and Water Resources,2026-03-01,10.1007/s42108-025-00433-0,0,https://api.elsevier.com/content/abstract/scopus_id/105020731845
low-temperature AND district energy,Progress in preparation strategies for lignin-derived carbon aerogels and the regulation of their supercapacitor performance,Tan F.,Fuel,2026-03-01,10.1016/j.fuel.2025.137371,0,https://api.elsevier.com/content/abstract/scopus_id/105020911515
low-temperature AND district energy,Ultra-stable Ni-overdoped yttria-stabilized zirconia oxygen separation membranes for methane partial oxidation,Gao Y.,Advanced Membranes,2026-03-01,10.1016/j.advmem.2025.100186,0,https://api.elsevier.com/content/abstract/scopus_id/105021084900
low-temperature AND district energy,Establishment and Verification of a Thermal Conductivity Model for Fine-Grained Soils,Liu F.,Journal of Cold Regions Engineering,2026-03-01,10.1061/JCRGEI.CRENG-1032,0,https://api.elsevier.com/content/abstract/scopus_id/105020674376
low-temperature AND district energy,"Synergistic phototherapy and Ca2+ consumption for combating biofilms in diabetic wounds via ion interference, physical disruption, and biological regulation",Liu Y.,Bioactive Materials,2026-03-01,10.1016/j.bioactmat.2025.10.044,0,https://api.elsevier.com/content/abstract/scopus_id/105021107991
low-temperature AND district energy,Green valorization of invasive alien plants using a novel method of simultaneous hydrothermal treatment and ball milling,Li B.,Biomass and Bioenergy,2026-03-01,10.1016/j.biombioe.2025.108686,0,https://api.elsevier.com/content/abstract/scopus_id/105023067171
low-temperature AND district energy,"Carbon capture and storage: A comprehensive review on current trends, techniques, and future prospects in North America",Seyyedattar M.,Fuel,2026-03-01,10.1016/j.fuel.2025.137276,0,https://api.elsevier.com/content/abstract/scopus_id/105021123891
low-temperature AND district energy,Organic coating failure and monitoring in atmospheric corrosion: from mechanisms to applications,Mu X.,Progress in Materials Science,2026-03-01,10.1016/j.pmatsci.2025.101592,0,https://api.elsevier.com/content/abstract/scopus_id/105019707539
low-temperature AND district energy,Overcoming the warming bottleneck in animal vitrification: Volumetric heating and enabling technologies for reproductive cryobanking,Ayantoye J.O.,Progress in Biophysics and Molecular Biology,2026-03-01,10.1016/j.pbiomolbio.2025.11.003,0,https://api.elsevier.com/content/abstract/scopus_id/105023449971
low-temperature AND district energy,Adaptable conductive hydrogel-enabled soft electronics,Liu Y.,Progress in Materials Science,2026-03-01,10.1016/j.pmatsci.2025.101590,0,https://api.elsevier.com/content/abstract/scopus_id/105020789792
low-temperature AND district energy,Novel dodecylphosphonic acid collectors for the selective flotation of cassiterite from quartz: Flotation performance and DFT study,Yang Y.,Applied Surface Science,2026-02-28,10.1016/j.apsusc.2025.165091,1,https://api.elsevier.com/content/abstract/scopus_id/105020789309
low-temperature AND district energy,Fast joule heating-enabled activation of coal gangue for high-efficiency lithium and gallium extraction,Dai S.,Separation and Purification Technology,2026-02-26,10.1016/j.seppur.2025.135844,0,https://api.elsevier.com/content/abstract/scopus_id/105020672305
low-temperature AND district energy,Emerging strategies for sustainable LCO cathode recycling: Integrating thermomechanical pretreatment with phosphocholine-DES recovery systems,Afreh P.,Separation and Purification Technology,2026-02-26,10.1016/j.seppur.2025.135976,0,https://api.elsevier.com/content/abstract/scopus_id/105020987540
low-temperature AND district energy,Dual-function graphene based aerogels for photocatalytic coenzyme regeneration and enzymatic CO2 reduction,Chong R.,Separation and Purification Technology,2026-02-26,10.1016/j.seppur.2025.135974,0,https://api.elsevier.com/content/abstract/scopus_id/105021234148
low-temperature AND district heat pump,Integrated electricity‒heat scheduling optimization strategy for biomass-PV-battery islanded microgrid with micro turbine in high-latitude regions,Wang G.,Biomass and Bioenergy,2026-04-01,10.1016/j.biombioe.2025.108765,0,https://api.elsevier.com/content/abstract/scopus_id/105023491156
low-temperature AND district heat pump,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
low-temperature AND district heat pump,"Artificial Intelligence in Deep Geothermal Energy: Trends, Insights, and Future Perspectives",Sheini Dashtgoli D.,Renewable Energy Focus,2026-03-01,10.1016/j.ref.2025.100781,0,https://api.elsevier.com/content/abstract/scopus_id/105021063753
low-temperature AND district heat pump,"Carbon capture and storage: A comprehensive review on current trends, techniques, and future prospects in North America",Seyyedattar M.,Fuel,2026-03-01,10.1016/j.fuel.2025.137276,0,https://api.elsevier.com/content/abstract/scopus_id/105021123891
low-temperature AND district heat pump,4E-based performance evaluation of a solar-assisted SOFC–CCHP system integrating zero-energy CO2 enrichment and cascade waste heat recovery,Ren Y.,Fuel,2026-02-15,10.1016/j.fuel.2025.137093,0,https://api.elsevier.com/content/abstract/scopus_id/105017970746
low-temperature AND district heat pump,Low-temperature district heating operations using heat cost allocators in apartment buildings,Yang Q.,Building and Environment,2026-02-01,10.1016/j.buildenv.2025.114095,0,https://api.elsevier.com/content/abstract/scopus_id/105023648143
low-temperature AND district heat pump,Design and modelling of a reversible HP/ORC Carnot battery tailored for waste heat integration in flooded mines,Cendoya A.,Applied Energy,2026-02-01,10.1016/j.apenergy.2025.127127,0,https://api.elsevier.com/content/abstract/scopus_id/105023105608
low-temperature AND district heat pump,Low-temperature desalination based on natural circulation driven by waste heat,Wang Y.,Applied Thermal Engineering,2026-02-01,10.1016/j.applthermaleng.2025.129231,0,https://api.elsevier.com/content/abstract/scopus_id/105023642797
low-temperature AND district heat pump,"A Comprehensive Review of Working Fluids for High-Temperature Heat Pumps: History, Selection, and Evaluation",Sun J.,Journal of Thermal Science and Engineering Applications,2026-02-01,10.1115/1.4070129,0,https://api.elsevier.com/content/abstract/scopus_id/105022195081
low-temperature AND district heat pump,On the thermal drift of an ATES system subject to different heating and cooling loads,Lepinay E.,Renewable Energy,2026-02-01,10.1016/j.renene.2025.124746,0,https://api.elsevier.com/content/abstract/scopus_id/105021868820
low-temperature AND district heat pump,Study of hydration/dehydrataion kinetic properties of strontium chloride-activated carbon composites,Deng L.,Applied Thermal Engineering,2026-02-01,10.1016/j.applthermaleng.2025.129132,0,https://api.elsevier.com/content/abstract/scopus_id/105023565365
low-temperature AND district heat pump,Study on the phase change cold storage and release characteristics of the capillary cold storage plate for district cooling applications,Wu W.,Applied Thermal Engineering,2026-02-01,10.1016/j.applthermaleng.2025.129225,0,https://api.elsevier.com/content/abstract/scopus_id/105023466937
low-temperature AND district heat pump,Enhanced MOEA/D and response surface methodology for multi-objective optimization of multi-zone borehole thermal energy storage,Hu Z.,Energy Conversion and Management,2026-02-01,10.1016/j.enconman.2025.120829,0,https://api.elsevier.com/content/abstract/scopus_id/105023647443
low-temperature AND district heat pump,Theoretical analysis of the enhancement effect of the combination of ultrasonic oscillation and atomization on the falling film absorption process of ammonia water and optimization of the combined parameters,Pan C.,International Journal of Refrigeration,2026-02-01,10.1016/j.ijrefrig.2025.11.027,0,https://api.elsevier.com/content/abstract/scopus_id/105023676131
low-temperature AND district heat pump,Strategy for the design and operation regulation of compressed gas energy storage system based on a comprehensive comparison between four different systems: Thermodynamic analysis and machine learning,Li Y.,Renewable Energy,2026-02-01,10.1016/j.renene.2025.124794,0,https://api.elsevier.com/content/abstract/scopus_id/105021960828
low-temperature AND district heat pump,Multi-scale investigations of packed bed latent thermal energy storage systems: perspectives from material selection to applications,Cui J.,International Journal of Heat and Mass Transfer,2026-02-01,10.1016/j.ijheatmasstransfer.2025.127773,0,https://api.elsevier.com/content/abstract/scopus_id/105014612987
low-temperature AND district heat pump,Review of the digital twin design of the smart satellite thermal control structure,Wang H.,Acta Astronautica,2026-02-01,10.1016/j.actaastro.2025.11.014,0,https://api.elsevier.com/content/abstract/scopus_id/105021482047
low-temperature AND district heat pump,Exergoeconomic analysis and optimization of a solar-heat pump driven drying system integrated with liquid desiccant dehumidification for waste heat recovery,Su W.,Applied Thermal Engineering,2026-01-30,10.1016/j.applthermaleng.2025.129205,0,https://api.elsevier.com/content/abstract/scopus_id/105022903322
low-temperature AND district heat pump,Optimization of a solar-assisted air-source heat pump system in hot summer and cold winter regions,Cao H.,Applied Thermal Engineering,2026-01-30,10.1016/j.applthermaleng.2025.129065,0,https://api.elsevier.com/content/abstract/scopus_id/105021833785
low-temperature AND district heat pump,Thermodynamic and economic analysis of an integrated LiBr/H2O absorption chiller and energy storage system,Xie N.,Applied Thermal Engineering,2026-01-30,10.1016/j.applthermaleng.2025.129182,0,https://api.elsevier.com/content/abstract/scopus_id/105022839293
low-temperature AND district heat pump,Modeling a large ultra-low-temperature district heating system with a focus on an aquifer thermal energy storage,Chicherin S.,Journal of Energy Storage,2026-01-20,10.1016/j.est.2025.119633,0,https://api.elsevier.com/content/abstract/scopus_id/105022884188
low-temperature AND district heat pump,Investigation on a dual-temperature district heating substation with low-temperature return water of primary network adapting to the change of high and low-temperature heating load,Li T.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120761,0,https://api.elsevier.com/content/abstract/scopus_id/105022426504
low-temperature AND district heat pump,Theoretical investigation on a liquid-state pressurized carbon dioxide ejector heat pump cycle driven by waste heat,Pan L.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120729,0,https://api.elsevier.com/content/abstract/scopus_id/105021000332
low-temperature AND district heat pump,The value of integrating a geothermal district heating system into a microgrid,Oh H.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120727,0,https://api.elsevier.com/content/abstract/scopus_id/105020913663
low-temperature AND district heat pump,Experimental study on thermal performance of binary chloride hydrated salts shape-stabilized by porous structure for low temperature energy storage,Wang Y.,Applied Thermal Engineering,2026-01-15,10.1016/j.applthermaleng.2025.129034,0,https://api.elsevier.com/content/abstract/scopus_id/105021227165
low-temperature AND thermal network,Neural network-aided simulation of MHD nanofluid flow in double-disk systems with nonlinear thermal radiation,Vuppala N.,Multiscale and Multidisciplinary Modeling Experiments and Design,2026-12-01,10.1007/s41939-025-01083-9,0,https://api.elsevier.com/content/abstract/scopus_id/105019659108
low-temperature AND thermal network,"Low-Temperature Electrolytes for Lithium-Ion Batteries: Current Challenges, Development, and Perspectives",Zhao Y.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01914-x,0,https://api.elsevier.com/content/abstract/scopus_id/105015765623
low-temperature AND thermal network,Solar parabolic trough collectors with heat pipe technology: a review of efficiency enhancement and machine learning-based optimization,Gomupandian T.,Multiscale and Multidisciplinary Modeling Experiments and Design,2026-12-01,10.1007/s41939-025-01115-4,0,https://api.elsevier.com/content/abstract/scopus_id/105023117214
low-temperature AND thermal network,Engineered Radiative Cooling Systems for Thermal-Regulating and Energy-Saving Applications,Lei L.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01859-1,1,https://api.elsevier.com/content/abstract/scopus_id/105012600115
low-temperature AND thermal network,"Wide-Temperature Electrolytes for Aqueous Alkali Metal-Ion Batteries: Challenges, Progress, and Prospects",Lin Z.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01865-3,0,https://api.elsevier.com/content/abstract/scopus_id/105016564271
low-temperature AND thermal network,Electrospun Nanofiber-Based Ceramic Aerogels: Synergistic Strategies for Design and Functionalization,Li P.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01864-4,0,https://api.elsevier.com/content/abstract/scopus_id/105018576936
low-temperature AND thermal network,Nature-Inspired Upward Hanging Evaporator with Photothermal 3D Spacer Fabric for Zero-Liquid-Discharge Desalination,Peng Y.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01868-0,4,https://api.elsevier.com/content/abstract/scopus_id/105016722518
low-temperature AND thermal network,"Cement-Based Thermoelectric Materials, Devices and Applications",Li W.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01866-2,3,https://api.elsevier.com/content/abstract/scopus_id/105012918570
low-temperature AND thermal network,Lignocellulose-Mediated Gel Polymer Electrolytes Toward Next-Generation Energy Storage,Yang H.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01927-6,0,https://api.elsevier.com/content/abstract/scopus_id/105022823773
low-temperature AND thermal network,Mechanical Properties Analysis of Flexible Memristors for Neuromorphic Computing,Zhu Z.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01825-x,4,https://api.elsevier.com/content/abstract/scopus_id/105011084897
low-temperature AND thermal network,High-Entropy Materials: A New Paradigm in the Design of Advanced Batteries,Xin Y.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01842-w,3,https://api.elsevier.com/content/abstract/scopus_id/105010881019
low-temperature AND thermal network,Boron-Insertion-Induced Lattice Engineering of Rh Nanocrystals Toward Enhanced Electrocatalytic Conversion of Nitric Oxide to Ammonia,Han P.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01919-6,0,https://api.elsevier.com/content/abstract/scopus_id/105018075599
low-temperature AND thermal network,Recent Advancements and Perspectives of Low-Dimensional Halide Perovskites for Visual Perception and Optoelectronic Applications,Rafique H.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01823-z,1,https://api.elsevier.com/content/abstract/scopus_id/105014598340
low-temperature AND thermal network,Multifunctional zwitterionic hydrogels: A review of cross-disciplinary applications,Xie Y.,Supramolecular Materials,2026-12-01,10.1016/j.supmat.2025.100133,0,https://api.elsevier.com/content/abstract/scopus_id/105023383348
low-temperature AND thermal network,High-Entropy Amorphous Catalysts for Water Electrolysis: A New Frontier,Wang G.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01936-5,0,https://api.elsevier.com/content/abstract/scopus_id/105019233843
low-temperature AND thermal network,On-Skin Epidermal Electronics for Next-Generation Health Management,Xu J.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01871-5,1,https://api.elsevier.com/content/abstract/scopus_id/105012883315
low-temperature AND thermal network,"Additive Manufacturing for Nanogenerators: Fundamental Mechanisms, Recent Advancements, and Future Prospects",Tian Z.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01874-2,0,https://api.elsevier.com/content/abstract/scopus_id/105012922205
low-temperature AND thermal network,Noninvasive On-Skin Biosensors for Monitoring Diabetes Mellitus,Sedighi A.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01843-9,1,https://api.elsevier.com/content/abstract/scopus_id/105012275434
low-temperature AND thermal network,"Molecular mechanisms of cold stress-induced energy stress, cholesterol metabolic disorders, and apoptosis in Pangasianodon hypophthalmus",Wang D.,Aquaculture,2026-10-30,10.1016/j.aquaculture.2025.742886,1,https://api.elsevier.com/content/abstract/scopus_id/105008964401
low-temperature AND thermal network,Ultrasoft high-performance functional elastomers fabricated through an innovative strategy,Xie P.,Journal of Materials Science and Technology,2026-08-20,10.1016/j.jmst.2025.10.033,0,https://api.elsevier.com/content/abstract/scopus_id/105022160481
low-temperature AND thermal network,Environmentally robust photothermal superhydrophobic coatings via a composition-interface synergistic reinforcement strategy for ultralow-temperature anti/de-icing,Zhang J.,Journal of Materials Science and Technology,2026-08-20,10.1016/j.jmst.2025.11.001,0,https://api.elsevier.com/content/abstract/scopus_id/105022172867
low-temperature AND thermal network,"State-of-the-art evolution of detection, adsorption, and degradation of micro/nano-plastics",Zhang Y.,Journal of Materials Science and Technology,2026-08-20,10.1016/j.jmst.2025.10.051,0,https://api.elsevier.com/content/abstract/scopus_id/105022193116
low-temperature AND thermal network,Targeting effect of electric current on the microstructure and creep resistance for the heterogeneous highly alloyed Ni-based superalloy friction welded joints,Zhan R.,Journal of Materials Science and Technology,2026-08-10,10.1016/j.jmst.2025.10.058,0,https://api.elsevier.com/content/abstract/scopus_id/105021980968
low-temperature AND thermal network,Anisotropy of microstructure and corrosion resistance of CoCrNi medium-entropy alloy fabricated by selective laser melting,Lyu X.,Journal of Materials Science and Technology,2026-08-01,10.1016/j.jmst.2025.10.016,0,https://api.elsevier.com/content/abstract/scopus_id/105021050521
low-temperature AND thermal network,Enhancing the corrosion and wear resistance of phosphate coatings with MXene-based self-healing fillers,Wang J.,Journal of Materials Science and Technology,2026-08-01,10.1016/j.jmst.2025.10.026,0,https://api.elsevier.com/content/abstract/scopus_id/105020855670
low-temperature AND thermal grid,"Wide-Temperature Electrolytes for Aqueous Alkali Metal-Ion Batteries: Challenges, Progress, and Prospects",Lin Z.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01865-3,0,https://api.elsevier.com/content/abstract/scopus_id/105016564271
low-temperature AND thermal grid,Quantum-Size FeS2 with Delocalized Electronic Regions Enable High-Performance Sodium-Ion Batteries Across Wide Temperatures,Li T.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01858-2,1,https://api.elsevier.com/content/abstract/scopus_id/105012129510
low-temperature AND thermal grid,High-Entropy Materials: A New Paradigm in the Design of Advanced Batteries,Xin Y.,Nano Micro Letters,2026-12-01,10.1007/s40820-025-01842-w,3,https://api.elsevier.com/content/abstract/scopus_id/105010881019
